ShipmentSK,OrderID,OrderDate,PickupDate,DeliveryDate,OriginCity,DestinationCity,DistanceKM,WeightKG,VolumeM3,Carrier,ShippingType,VehicleType,CustomerType,PaymentMethod,WarehouseID,DriverID,ShippingCostIDR,FuelSurchargeIDR,PlannedDeliveryDays,ActualDeliveryDays,DeliveryStatus,DelayReason,CustomerRating
104,ORD2023002524,2025-05-17,2025-05-18,2025-05-20,BANJARMASIN,MALANG,739.0,42.95,0.242,SiCepat,Express,Van,B2C,Kartu Kredit,WH-MED-01,DRV-179,249500.0,9960.0,2,2.0,Delivered,No Delay,2.0
105,ORD2023005967,2025-07-14,2025-07-14,2025-07-25,BATAM,MAKASSAR,2115.3,2.97,0.025,AnterAja,Reguler,Truk Engkel,B2C,Transfer Bank,WH-MAK-02,DRV-127,43000.0,2900.0,5,11.0,Returned,Alamat tidak ditemukan,
106,ORD2023001078,2024-07-07,2024-07-07,2024-07-13,PALEMBANG,MANADO,2764.9,9.4,0.072,ID Express,Instant,Van,B2C,Virtual Account,WH-SUR-02,DRV-421,158100.0,12080.0,6,6.0,Delivered,No Delay,1.0
107,ORD2023001043,2024-08-20,2024-08-21,2024-08-23,MAKASSAR,BANJARMASIN,743.7,12.86,0.049,GoSend Logistics,Express,Van,B2C,Virtual Account,WH-MED-02,DRV-308,93900.0,2510.0,2,2.0,Delivered,No Delay,3.0
108,ORD2023005499,2023-04-28,2023-04-28,2023-05-07,MAKASSAR,MEDAN,3268.7,18.79,0.043,AnterAja,Kargo,Truk CDD,B2B,Virtual Account,WH-MED-02,DRV-431,97900.0,4740.0,9,9.0,Delivered,No Delay,3.0
109,ORD2023001183,2024-12-04,2024-12-04,2024-12-13,BATAM,MANADO,2506.9,11.28,0.072,J&T Express,Kargo,Truk Engkel,B2B,Transfer Bank,WH-SUR-01,DRV-219,69500.0,3470.0,9,9.0,Delivered,No Delay,2.0
110,ORD2023004150,2023-02-11,2023-02-11,2023-02-16,BANDUNG,MALANG,691.8,10.48,0.057,AnterAja,Kargo,Truk Fuso,B2C,E-Wallet,WH-SUR-02,DRV-104,39800.0,870.0,2,5.0,Returned,Penerima menolak,
111,ORD2023000474,2023-05-08,2023-05-09,2023-05-14,PEKANBARU,MAKASSAR,2636.2,2.38,0.017,Pos Indonesia,Instant,Van,B2C,E-Wallet,WH-JAK-01,DRV-457,108500.0,6110.0,5,5.0,Delivered,No Delay,4.0
112,ORD2023002854,2023-03-07,2023-03-07,2023-03-09,SEMARANG,MALANG,312.5,1.51,0.011,AnterAja,Kargo,Van,B2C,Kartu Kredit,WH-MED-02,DRV-129,13400.0,1070.0,1,2.0,Delivered,No Delay,4.0
113,ORD2023004475,2025-10-15,2025-10-15,2025-10-16,SEMARANG,SURABAYA,300.9,5.7,0.039,J&T Express,Express,Van,B2C,COD,WH-SUR-02,DRV-240,50300.0,1190.0,1,1.0,Delivered,No Delay,5.0
114,ORD2023001796,2025-07-19,2025-07-19,2025-07-20,YOGYAKARTA,MALANG,281.6,3.86,0.022,AnterAja,Express,Truk Engkel,B2C,Kartu Kredit,WH-JAK-01,DRV-207,32400.0,1010.0,1,1.0,Delivered,No Delay,5.0
115,ORD2023002668,2024-07-26,2024-07-26,,YOGYAKARTA,PALEMBANG,871.3,29.01,0.153,AnterAja,Reguler,Truk CDD,B2B,Kartu Kredit,WH-SUR-02,DRV-182,142900.0,5790.0,2,,Lost,Barang hilang dalam pengiriman,
116,ORD2023005960,2025-05-12,2025-05-12,2025-05-18,SEMARANG,MEDAN,2247.4,8.99,0.086,SiCepat,Reguler,Truk Fuso,B2C,Kartu Kredit,WH-SUR-01,DRV-306,71000.0,2700.0,6,6.0,Delivered,No Delay,3.0
117,ORD2023001674,2024-05-19,2024-05-19,2024-05-25,BALIKPAPAN,SURABAYA,1086.7,31.59,0.204,Ninja Xpress,Express,Truk Fuso,B2C,Transfer Bank,WH-MAK-02,DRV-100,254400.0,15550.0,3,6.0,Delayed,Kendala armada,2.0
118,ORD2023002429,2024-08-04,2024-08-04,2024-08-11,MAKASSAR,MEDAN,2639.0,4.79,0.026,AnterAja,Kargo,Kontainer 20ft,B2C,COD,WH-JAK-01,DRV-216,45300.0,960.0,6,7.0,Delivered,No Delay,4.0
119,ORD2023004083,2024-11-06,2024-11-06,2024-11-11,BALIKPAPAN,MANADO,1047.8,3.32,0.021,Lion Parcel,Kargo,Truk Fuso,B2C,Virtual Account,WH-MED-01,DRV-498,22900.0,1440.0,3,5.0,Delayed,Kendala armada,1.0
120,ORD2023000306,2025-11-15,2025-11-15,2025-11-22,MEDAN,MAKASSAR,2835.4,30.91,0.141,GoSend Logistics,Express,Truk CDD,B2B,E-Wallet,WH-JAK-02,DRV-107,261500.0,6840.0,7,7.0,Delivered,No Delay,2.0
121,ORD2023003294,2024-05-17,2024-05-17,2024-05-20,PALEMBANG,MALANG,1341.8,8.06,0.048,Lion Parcel,Reguler,Van,B2C,COD,WH-MAK-01,DRV-199,41700.0,2970.0,3,3.0,Delivered,No Delay,2.0
122,ORD2023002435,2024-06-15,2024-06-15,2024-06-26,MALANG,MEDAN,2392.5,26.86,0.168,J&T Express,Reguler,Motor,B2C,E-Wallet,WH-SUR-02,DRV-247,109900.0,6640.0,6,11.0,Delayed,Kendala armada,3.0
123,ORD2023001499,2025-01-22,2025-01-22,,BATAM,MAKASSAR,2254.0,11.32,0.09,AnterAja,Ekonomi,Motor,B2C,Transfer Bank,WH-SUR-01,DRV-132,43400.0,3220.0,7,,Lost,Barang hilang dalam pengiriman,
124,ORD2023002997,2024-03-25,2024-03-25,2024-03-29,MAKASSAR,MANADO,1005.5,4.79,0.012,J&T Express,Kargo,Truk Fuso,B2C,Transfer Bank,WH-JAK-01,DRV-120,25100.0,690.0,4,4.0,Delivered,No Delay,4.0
125,ORD2023005402,2023-07-04,2023-07-04,2023-07-11,MANADO,SEMARANG,2229.6,2.63,0.021,Lion Parcel,Reguler,Truk CDD,B2C,Kartu Kredit,WH-MED-02,DRV-305,35100.0,770.0,7,7.0,Delivered,No Delay,4.0
126,ORD2023004003,2024-06-16,2024-06-16,2024-06-25,DENPASAR,BATAM,2204.0,13.56,0.058,Ninja Xpress,Express,Truk Fuso,B2B,E-Wallet,WH-MED-01,DRV-137,113400.0,9040.0,8,9.0,Delivered,No Delay,4.0
127,ORD2023001555,2023-06-03,2023-06-03,2023-06-08,BANJARMASIN,BATAM,1556.5,14.38,0.137,Wahana,Instant,Truk CDD,B2C,Virtual Account,WH-JAK-02,DRV-153,163900.0,13050.0,4,5.0,Delivered,No Delay,5.0
128,ORD2023005731,2023-01-06,2023-01-07,2023-01-12,BATAM,MEDAN,883.4,7.73,0.06,Wahana,Reguler,Motor,B2B,Transfer Bank,WH-MAK-02,DRV-192,37300.0,1860.0,3,5.0,Returned,Alamat tidak ditemukan,
129,ORD2023001875,2024-09-19,2024-09-19,2024-09-22,YOGYAKARTA,MALANG,280.4,17.13,0.153,Wahana,Kargo,Kontainer 20ft,B2C,E-Wallet,WH-MED-01,DRV-210,51800.0,2910.0,1,3.0,Delayed,Kepadatan lalu lintas,1.0
130,ORD2023004753,2024-05-04,2024-05-05,2024-05-12,BATAM,BANJARMASIN,1387.3,13.85,0.113,Pos Indonesia,Reguler,Truk CDD,B2C,Transfer Bank,WH-SUR-01,DRV-134,87400.0,4100.0,5,7.0,Delayed,Keterlambatan sortir gudang,3.0
131,ORD2023002963,2024-01-25,2024-01-25,2024-01-30,BANJARMASIN,BATAM,1514.0,19.56,0.096,ID Express,Kargo,Truk Engkel,B2B,E-Wallet,WH-JAK-01,DRV-264,63500.0,4480.0,4,5.0,Delivered,No Delay,4.0
132,ORD2023000399,2025-08-15,2025-08-15,2025-08-21,SURABAYA,MANADO,1975.9,2.09,0.007,SiCepat,Express,Truk CDD,B2C,Kartu Kredit,WH-MAK-01,DRV-251,62900.0,4720.0,5,6.0,Delivered,No Delay,4.0
133,ORD2023000136,2025-04-13,2025-04-14,2025-04-20,SEMARANG,JAKARTA,539.7,9.16,0.043,Wahana,Reguler,Truk CDD,B2C,Virtual Account,WH-SUR-01,DRV-253,57900.0,1860.0,2,6.0,Returned,Penerima menolak,
134,ORD2023004528,2025-05-13,2025-05-14,2025-05-18,MANADO,MAKASSAR,1279.5,6.77,0.054,AnterAja,Reguler,Truk Fuso,B2C,E-Wallet,WH-JAK-02,DRV-314,51700.0,3720.0,3,4.0,Delayed,Kesalahan alamat,1.0
135,ORD2023004787,2023-02-05,2023-02-05,2023-02-08,MANADO,BALIKPAPAN,1025.2,15.98,0.143,Ninja Xpress,Reguler,Kontainer 20ft,B2C,Virtual Account,WH-MAK-01,DRV-465,88500.0,6130.0,2,3.0,Delivered,No Delay,5.0
136,ORD2023003055,2024-05-20,2024-05-21,2024-05-23,YOGYAKARTA,BANDUNG,401.2,23.92,0.165,JNE,Instant,Van,B2B,Kartu Kredit,WH-MAK-01,DRV-359,251400.0,9090.0,1,2.0,Delivered,No Delay,2.0
137,ORD2023000057,2024-07-31,2024-08-01,2024-08-02,BANDUNG,SEMARANG,337.0,15.19,0.096,Lion Parcel,Express,Truk CDD,B2C,E-Wallet,WH-MAK-02,DRV-251,93200.0,2510.0,1,1.0,Delivered,No Delay,3.0
138,ORD2023002290,2025-03-23,2025-03-23,2025-03-24,YOGYAKARTA,DENPASAR,710.4,4.32,0.025,ID Express,Reguler,Truk CDD,B2C,Virtual Account,WH-MED-01,DRV-388,34900.0,1510.0,1,1.0,Delivered,No Delay,2.0
139,ORD2023002792,2024-06-19,2024-06-20,2024-06-25,MANADO,SEMARANG,2357.8,30.67,0.284,Lion Parcel,Express,Kontainer 20ft,B2C,COD,WH-MAK-02,DRV-156,187700.0,9000.0,5,5.0,Delivered,No Delay,2.0
140,ORD2023000335,2025-06-17,2025-06-18,2025-06-25,BANDUNG,SURABAYA,716.4,11.65,0.079,Ninja Xpress,Reguler,Truk Engkel,B2C,COD,WH-SUR-01,DRV-427,54100.0,1860.0,2,7.0,Delayed,Kendala armada,2.0
141,ORD2023003565,2023-06-01,2023-06-01,2023-06-04,SURABAYA,PALEMBANG,1178.6,2.7,0.021,AnterAja,Ekonomi,Truk Fuso,B2C,Virtual Account,WH-MAK-02,DRV-422,20500.0,680.0,3,3.0,Delivered,No Delay,5.0
142,ORD2023004898,2024-08-16,2024-08-16,2024-08-24,BATAM,SURABAYA,1529.6,45.6,0.449,ID Express,Express,Truk Engkel,B2C,E-Wallet,WH-MED-02,DRV-245,257800.0,14190.0,6,8.0,Returned,Alamat tidak ditemukan,
143,ORD2023002874,2023-09-16,2023-09-16,2023-09-22,JAKARTA,MEDAN,1683.2,31.07,0.287,Ninja Xpress,Express,Truk CDD,B2B,COD,WH-SUR-01,DRV-141,257000.0,14100.0,6,6.0,Delivered,No Delay,4.0
144,ORD2023002388,2025-09-10,2025-09-11,2025-09-16,DENPASAR,BATAM,1930.2,57.47,0.321,Wahana,Express,Truk Engkel,B2B,COD,WH-MED-01,DRV-412,484500.0,21880.0,5,5.0,Delivered,No Delay,1.0
145,ORD2023005778,2025-07-24,2025-07-24,,BANDUNG,PALEMBANG,637.0,40.79,0.387,Lion Parcel,Express,Truk Fuso,B2C,Transfer Bank,WH-MAK-02,DRV-207,164400.0,3330.0,1,,Lost,Barang hilang dalam pengiriman,
146,ORD2023004599,2023-10-20,2023-10-20,2023-11-02,PEKANBARU,SEMARANG,1683.1,16.38,0.059,JNE,Reguler,Van,B2C,Kartu Kredit,WH-SUR-01,DRV-334,100100.0,4950.0,6,13.0,Returned,Penerima menolak,
147,ORD2023000616,2025-06-02,2025-06-03,2025-06-08,PALEMBANG,BANJARMASIN,1327.6,27.98,0.215,J&T Express,Reguler,Truk CDD,B2C,Kartu Kredit,WH-JAK-02,DRV-469,137000.0,5660.0,4,5.0,Delivered,No Delay,3.0
148,ORD2023004114,2025-07-11,2025-07-11,2025-07-14,MEDAN,BATAM,728.7,1.37,0.005,J&T Express,Reguler,Van,B2C,Kartu Kredit,WH-SUR-01,DRV-498,18900.0,1070.0,2,3.0,Delivered,No Delay,3.0
149,ORD2023005137,2025-12-25,2025-12-25,2026-01-03,SURABAYA,MEDAN,2550.8,0.5,0.003,Ninja Xpress,Instant,Motor,B2C,E-Wallet,WH-JAK-01,DRV-166,94800.0,5420.0,9,9.0,Delivered,No Delay,5.0
150,ORD2023003165,2025-03-28,2025-03-28,2025-03-30,DENPASAR,BANJARMASIN,720.9,20.14,0.106,Ninja Xpress,Reguler,Truk Fuso,B2C,Kartu Kredit,WH-JAK-02,DRV-300,67600.0,3360.0,2,2.0,Delivered,No Delay,2.0
151,ORD2023003257,2025-06-18,2025-06-18,2025-06-24,YOGYAKARTA,PEKANBARU,1455.3,35.09,0.319,ID Express,Express,Motor,B2C,COD,WH-MAK-02,DRV-162,186300.0,7560.0,5,6.0,Delivered,No Delay,3.0
152,ORD2023000001,2025-05-10,2025-05-11,2025-05-12,MALANG,SURABAYA,84.5,3.54,0.015,AnterAja,Reguler,Motor,B2C,Kartu Kredit,WH-JAK-02,DRV-402,16300.0,540.0,1,1.0,Delivered,No Delay,4.0
153,ORD2023001087,2025-08-23,2025-08-24,2025-08-31,PEKANBARU,SURABAYA,1700.3,52.02,0.328,JNE,Reguler,Truk Fuso,B2C,COD,WH-SUR-01,DRV-132,148500.0,10550.0,6,7.0,Delayed,Kepadatan lalu lintas,3.0
154,ORD2023002051,2025-03-07,2025-03-07,2025-03-14,MAKASSAR,MANADO,1010.8,6.61,0.06,Ninja Xpress,Reguler,Motor,B2C,Kartu Kredit,WH-SUR-02,DRV-316,47800.0,3690.0,2,7.0,Delayed,Kendala bea cukai,3.0
155,ORD2023001701,2023-11-13,2023-11-14,2023-11-21,MANADO,MALANG,2035.5,2.14,0.013,Lion Parcel,Reguler,Motor,B2B,E-Wallet,WH-MED-01,DRV-482,41300.0,1390.0,7,7.0,Delivered,No Delay,5.0
156,ORD2023005252,2023-02-08,2023-02-08,2023-02-13,JAKARTA,MALANG,798.0,10.74,0.038,Wahana,Kargo,Van,B2B,COD,WH-SUR-01,DRV-205,52900.0,3530.0,2,5.0,Delayed,Kapasitas armada penuh,3.0
157,ORD2023004296,2024-07-06,2024-07-07,2024-07-08,BANJARMASIN,BALIKPAPAN,362.1,11.85,0.112,ID Express,Reguler,Truk CDD,B2B,Transfer Bank,WH-MAK-01,DRV-269,71300.0,2400.0,1,1.0,Delivered,No Delay,2.0
158,ORD2023001546,2023-08-06,2023-08-07,2023-08-08,SEMARANG,BANDUNG,356.0,9.47,0.069,J&T Express,Instant,Truk Fuso,B2C,Transfer Bank,WH-JAK-02,DRV-382,125300.0,6710.0,1,1.0,Delivered,No Delay,5.0
159,ORD2023002983,2024-08-02,2024-08-02,2024-08-06,SURABAYA,BALIKPAPAN,1041.8,8.57,0.061,Pos Indonesia,Reguler,Kontainer 20ft,B2C,Kartu Kredit,WH-SUR-02,DRV-283,54200.0,2790.0,3,4.0,Delivered,No Delay,5.0
160,ORD2023003660,2025-04-17,2025-04-17,2025-04-18,DENPASAR,MALANG,349.7,11.73,0.036,Ninja Xpress,Express,Truk Engkel,B2C,Kartu Kredit,WH-SUR-02,DRV-258,85800.0,5030.0,1,1.0,Delivered,No Delay,3.0
161,ORD2023004324,2025-01-24,2025-01-24,2025-01-28,BANDUNG,MALANG,741.1,88.31,0.413,SiCepat,Reguler,Truk CDD,B2C,Kartu Kredit,WH-SUR-02,DRV-496,341300.0,9080.0,3,4.0,Delivered,No Delay,2.0
162,ORD2023005435,2024-03-16,2024-03-16,2024-03-21,PEKANBARU,BALIKPAPAN,1920.5,13.95,0.073,GoSend Logistics,Reguler,Kontainer 20ft,B2B,Kartu Kredit,WH-MED-01,DRV-456,85800.0,4780.0,5,5.0,Delivered,No Delay,2.0
163,ORD2023000195,2023-10-06,2023-10-07,2023-10-17,PEKANBARU,JAKARTA,1193.5,21.57,0.215,Ninja Xpress,Kargo,Truk Engkel,B2C,Transfer Bank,WH-SUR-02,DRV-275,64900.0,3380.0,3,10.0,Returned,Penerima menolak,
164,ORD2023005801,2025-11-19,2025-11-19,2025-11-28,BALIKPAPAN,SEMARANG,1127.7,5.28,0.036,Lion Parcel,Express,Van,B2B,Virtual Account,WH-MED-02,DRV-386,71800.0,3320.0,4,9.0,Delayed,Cuaca buruk,1.0
165,ORD2023001747,2023-09-10,2023-09-10,2023-09-17,MANADO,SEMARANG,2381.6,6.24,0.014,Pos Indonesia,Reguler,Motor,B2C,E-Wallet,WH-SUR-01,DRV-431,50700.0,3280.0,7,7.0,Delivered,No Delay,3.0
166,ORD2023005428,2023-03-26,2023-03-26,2023-03-30,MANADO,DENPASAR,1656.4,8.48,0.058,Lion Parcel,Reguler,Van,B2B,COD,WH-SUR-02,DRV-133,53700.0,1820.0,4,4.0,Delivered,No Delay,4.0
167,ORD2023004273,2023-11-07,2023-11-07,2023-11-08,MALANG,YOGYAKARTA,325.9,1.73,0.011,ID Express,Express,Kontainer 20ft,B2C,COD,WH-SUR-02,DRV-486,27400.0,1910.0,1,1.0,Delivered,No Delay,5.0
168,ORD2023004671,2024-04-20,2024-04-20,2024-04-21,DENPASAR,MALANG,334.6,20.53,0.081,SiCepat,Express,Truk Engkel,B2B,Virtual Account,WH-MED-01,DRV-163,124800.0,2700.0,1,1.0,Delivered,No Delay,4.0
169,ORD2023003301,2023-07-29,2023-07-29,2023-08-08,MANADO,JAKARTA,2533.8,7.85,0.019,AnterAja,Express,Truk Fuso,B2C,Kartu Kredit,WH-MED-01,DRV-418,109100.0,8010.0,6,10.0,Delayed,Cuaca buruk,1.0
170,ORD2023002078,2023-05-10,2023-05-10,2023-05-17,MEDAN,BATAM,805.8,14.97,0.146,ID Express,Express,Motor,B2B,Kartu Kredit,WH-MED-02,DRV-394,79300.0,2630.0,3,7.0,Returned,Penerima menolak,
171,ORD2023005045,2025-11-16,2025-11-16,2025-11-19,BANJARMASIN,BANDUNG,992.7,1.0,0.009,ID Express,Reguler,Truk CDD,B2B,E-Wallet,WH-SUR-02,DRV-129,21200.0,700.0,3,3.0,Delivered,No Delay,4.0
172,ORD2023005503,2025-02-13,2025-02-14,2025-02-17,SEMARANG,MAKASSAR,1275.5,9.12,0.037,GoSend Logistics,Reguler,Truk Fuso,B2C,Kartu Kredit,WH-MED-01,DRV-497,68700.0,1950.0,3,3.0,Delivered,No Delay,2.0
173,ORD2023001548,2024-06-01,2024-06-01,2024-06-04,BANJARMASIN,JAKARTA,1113.9,12.4,0.075,Lion Parcel,Instant,Truk Fuso,B2B,Kartu Kredit,WH-SUR-02,DRV-201,141300.0,4780.0,3,3.0,Delivered,No Delay,4.0
174,ORD2023000184,2025-08-27,2025-08-28,2025-09-04,SURABAYA,PEKANBARU,1755.5,0.85,0.005,Wahana,Reguler,Motor,B2C,Kartu Kredit,WH-MAK-01,DRV-374,34600.0,1880.0,6,7.0,Delivered,No Delay,5.0
175,ORD2023005549,2023-06-03,2023-06-03,2023-06-12,BATAM,SURABAYA,1472.3,4.32,0.043,J&T Express,Reguler,Kontainer 20ft,B2C,COD,WH-MAK-02,DRV-428,42000.0,2950.0,5,9.0,Delayed,Kapasitas armada penuh,1.0
176,ORD2023002884,2025-05-02,2025-05-02,2025-05-08,PEKANBARU,SURABAYA,1818.8,21.91,0.11,Wahana,Express,Truk Engkel,B2C,COD,WH-MED-02,DRV-367,187400.0,9620.0,4,6.0,Delayed,Cuaca buruk,2.0
177,ORD2023002247,2025-10-13,2025-10-13,2025-10-17,BALIKPAPAN,BATAM,1817.9,37.93,0.173,Pos Indonesia,Reguler,Truk Fuso,B2C,Kartu Kredit,WH-SUR-02,DRV-107,181000.0,7120.0,4,4.0,Delivered,No Delay,5.0
178,ORD2023004467,2024-08-21,2024-08-22,2024-08-26,BANJARMASIN,YOGYAKARTA,728.6,0.64,0.003,JNE,Kargo,Truk CDD,B2B,Transfer Bank,WH-SUR-01,DRV-492,15000.0,710.0,2,4.0,Returned,Barang rusak,
179,ORD2023005631,2024-01-01,2024-01-02,2024-01-10,MANADO,PEKANBARU,3266.7,6.37,0.043,SiCepat,Reguler,Motor,B2C,COD,WH-SUR-01,DRV-437,61300.0,4070.0,7,8.0,Delivered,No Delay,4.0
180,ORD2023001083,2023-08-08,2023-08-09,2023-08-11,BANDUNG,JAKARTA,152.0,3.88,0.027,Pos Indonesia,Instant,Kontainer 20ft,B2B,Kartu Kredit,WH-MED-02,DRV-197,53000.0,1880.0,1,2.0,Delivered,No Delay,4.0
181,ORD2023003404,2025-05-07,2025-05-08,2025-05-16,SEMARANG,BALIKPAPAN,1088.6,3.86,0.011,SiCepat,Ekonomi,Truk Engkel,B2B,COD,WH-JAK-02,DRV-463,20900.0,1350.0,3,8.0,Delayed,Kendala bea cukai,1.0
182,ORD2023002589,2025-05-04,2025-05-04,,MANADO,JAKARTA,2724.0,10.97,0.027,AnterAja,Reguler,Kontainer 20ft,B2C,E-Wallet,WH-JAK-01,DRV-454,90300.0,6300.0,8,,Lost,Barang hilang dalam pengiriman,
183,ORD2023004822,2023-09-03,2023-09-04,2023-09-18,MANADO,BATAM,3042.4,29.6,0.177,J&T Express,Reguler,Truk CDD,B2C,COD,WH-MAK-01,DRV-390,131200.0,7090.0,11,14.0,Returned,Barang rusak,
184,ORD2023002791,2024-12-17,2024-12-17,2024-12-22,BANDUNG,MANADO,2685.6,7.35,0.065,Ninja Xpress,Kargo,Truk Fuso,B2B,Transfer Bank,WH-MED-01,DRV-465,60100.0,2280.0,5,5.0,Delivered,No Delay,4.0
185,ORD2023001395,2024-08-30,2024-08-30,2024-09-07,MAKASSAR,PEKANBARU,2537.4,16.29,0.109,Pos Indonesia,Reguler,Kontainer 20ft,B2B,E-Wallet,WH-SUR-02,DRV-286,126000.0,6890.0,6,8.0,Delayed,Kepadatan lalu lintas,2.0
186,ORD2023002369,2024-01-22,2024-01-22,2024-01-25,YOGYAKARTA,SEMARANG,112.0,3.27,0.027,SiCepat,Reguler,Truk Fuso,B2C,Virtual Account,WH-MED-02,DRV-199,22800.0,930.0,1,3.0,Delayed,Keterlambatan sortir gudang,3.0
187,ORD2023003558,2024-02-14,2024-02-15,2024-02-22,YOGYAKARTA,BATAM,1376.3,6.3,0.035,Wahana,Kargo,Truk Engkel,B2C,Transfer Bank,WH-MED-01,DRV-414,44400.0,1800.0,4,7.0,Delayed,Kesalahan alamat,2.0
188,ORD2023005727,2024-01-17,2024-01-17,2024-01-22,MEDAN,SEMARANG,2153.4,15.89,0.1,AnterAja,Reguler,Truk CDD,B2B,Transfer Bank,WH-MED-02,DRV-178,103400.0,8060.0,5,5.0,Delivered,No Delay,3.0
189,ORD2023001443,2024-10-28,2024-10-28,2024-10-31,MALANG,MAKASSAR,927.2,46.97,0.12,SiCepat,Reguler,Truk Engkel,B2C,Transfer Bank,WH-JAK-01,DRV-138,232100.0,13900.0,3,3.0,Delivered,No Delay,5.0
190,ORD2023002278,2024-08-14,2024-08-14,2024-08-19,SEMARANG,MAKASSAR,1153.1,17.39,0.117,Ninja Xpress,Reguler,Kontainer 20ft,B2C,COD,WH-MED-01,DRV-449,103600.0,5440.0,4,5.0,Delayed,Kapasitas armada penuh,1.0
191,ORD2023005620,2023-01-31,2023-01-31,2023-02-09,PEKANBARU,DENPASAR,2318.1,0.89,0.003,Pos Indonesia,Express,Motor,B2C,Virtual Account,WH-MED-01,DRV-118,71100.0,2520.0,8,9.0,Delivered,No Delay,3.0
192,ORD2023005068,2024-09-03,2024-09-04,2024-09-07,YOGYAKARTA,BALIKPAPAN,1239.0,0.73,0.003,GoSend Logistics,Reguler,Truk CDD,B2B,Transfer Bank,WH-MAK-01,DRV-132,21200.0,620.0,3,3.0,Delivered,No Delay,2.0
193,ORD2023000116,2024-06-01,2024-06-01,2024-06-06,SEMARANG,BATAM,1199.0,7.43,0.028,J&T Express,Reguler,Truk CDD,B2C,Kartu Kredit,WH-JAK-01,DRV-135,51300.0,1910.0,4,5.0,Delivered,No Delay,1.0
194,ORD2023003456,2024-04-08,2024-04-08,2024-04-17,PEKANBARU,MANADO,2849.7,5.66,0.047,ID Express,Reguler,Truk CDD,B2C,E-Wallet,WH-MAK-01,DRV-107,51000.0,3030.0,9,9.0,Delivered,No Delay,5.0
195,ORD2023001448,2024-11-15,2024-11-15,2024-11-20,YOGYAKARTA,SURABAYA,301.9,4.84,0.027,J&T Express,Express,Kontainer 20ft,B2C,Virtual Account,WH-SUR-01,DRV-317,41200.0,1090.0,1,5.0,Delayed,Kapasitas armada penuh,2.0
196,ORD2023001956,2023-10-05,2023-10-05,2023-10-07,JAKARTA,SURABAYA,805.5,4.35,0.021,ID Express,Kargo,Truk CDD,B2C,Transfer Bank,WH-MED-02,DRV-219,22300.0,900.0,2,2.0,Delivered,No Delay,2.0
197,ORD2023005397,2024-07-19,2024-07-20,2024-07-22,JAKARTA,SURABAYA,756.4,18.36,0.09,Lion Parcel,Kargo,Truk Engkel,B2B,Virtual Account,WH-JAK-01,DRV-306,50500.0,2530.0,2,2.0,Delivered,No Delay,5.0
198,ORD2023003957,2024-11-03,2024-11-03,2024-11-11,DENPASAR,MANADO,1800.4,2.08,0.007,GoSend Logistics,Instant,Van,B2C,Kartu Kredit,WH-MAK-01,DRV-166,96300.0,3240.0,4,8.0,Delayed,Kesalahan alamat,2.0
199,ORD2023002726,2025-12-16,2025-12-16,2025-12-19,PALEMBANG,MEDAN,1185.4,5.41,0.039,GoSend Logistics,Instant,Truk Engkel,B2C,COD,WH-SUR-02,DRV-459,72300.0,2960.0,3,3.0,Delivered,No Delay,2.0
200,ORD2023004994,2023-01-13,2023-01-13,2023-01-20,MANADO,BANDUNG,2813.2,49.69,0.195,Ninja Xpress,Kargo,Truk CDD,B2C,E-Wallet,WH-MED-01,DRV-100,222900.0,14590.0,6,7.0,Delayed,Kendala armada,2.0
201,ORD2023001683,2024-07-13,2024-07-14,2024-07-21,MALANG,PALEMBANG,1360.6,4.0,0.028,Lion Parcel,Express,Van,B2B,E-Wallet,WH-MAK-01,DRV-160,54700.0,3780.0,4,7.0,Delayed,Kendala bea cukai,3.0
202,ORD2023001217,2024-02-24,2024-02-24,2024-03-06,MAKASSAR,MEDAN,2975.3,17.27,0.062,Pos Indonesia,Reguler,Truk Engkel,B2C,COD,WH-JAK-02,DRV-205,132700.0,8920.0,11,11.0,Delivered,No Delay,3.0
203,ORD2023004886,2023-09-20,2023-09-20,2023-09-24,MAKASSAR,YOGYAKARTA,1194.6,32.34,0.158,AnterAja,Kargo,Truk Fuso,B2C,COD,WH-MAK-02,DRV-265,133700.0,6880.0,4,4.0,Delivered,No Delay,3.0
204,ORD2023002567,2023-12-30,2023-12-30,2024-01-04,DENPASAR,PALEMBANG,1620.3,1.96,0.009,Ninja Xpress,Reguler,Truk Engkel,B2B,E-Wallet,WH-SUR-01,DRV-480,33500.0,1170.0,5,5.0,Delivered,No Delay,4.0
205,ORD2023005052,2024-09-17,2024-09-17,2024-09-26,BATAM,BANJARMASIN,1704.2,17.4,0.113,Wahana,Kargo,Truk Engkel,B2C,E-Wallet,WH-MAK-01,DRV-457,83000.0,6440.0,6,9.0,Delayed,Keterlambatan sortir gudang,3.0
206,ORD2023002780,2024-12-10,2024-12-11,2024-12-13,JAKARTA,YOGYAKARTA,521.2,10.66,0.083,SiCepat,Instant,Kontainer 20ft,B2C,Kartu Kredit,WH-MED-01,DRV-120,84300.0,2080.0,2,2.0,Delivered,No Delay,4.0
207,ORD2023004040,2023-07-21,2023-07-21,2023-07-22,MAKASSAR,BALIKPAPAN,618.0,8.93,0.029,GoSend Logistics,Reguler,Motor,B2C,Transfer Bank,WH-SUR-01,DRV-180,35400.0,1200.0,1,1.0,Delivered,No Delay,5.0
